Date,City,Solar Irradiance (W/m²),Sunlight Hours,Temperature (°C),Max Temperature (°C),Min Temperature (°C),Precipitation (mm),Wind Speed (m/s),Max Wind Speed (m/s),Min Wind Speed (m/s)
2017-07-28,Quebec City,3.25,0.03575,8.42,14.75,2.12,0.93,1.79,2.96,0.27
2017-07-28,Winnipeg,1.09,0.01199,4.31,7.51,1.95,9.27,2.17,2.94,1.26
2017-07-28,Hamilton,2.87,0.03157,5.81,11.85,0.81,0.44,1.83,2.75,0.83
2017-07-28,Halifax,1.26,0.01386,5.42,7.09,3.61,5.66,1.68,2.88,0.92
2017-07-29,Toronto,4.02,0.044219999999999995,8.67,16.84,2.34,0.32,2.52,3.53,0.91
2017-07-29,Vancouver,4.1,0.045099999999999994,7.66,14.2,2.7,0.15,2.88,3.61,1.91
2017-07-29,Montreal,3.91,0.04301000000000001,9.28,17.54,2.26,0.01,3.16,4.29,2.24
2017-07-29,Calgary,3.86,0.04246,12.52,20.83,5.91,0.02,3.59,4.78,2.48
2017-07-29,Ottawa,2.14,0.02354,10.57,18.49,4.11,0.75,2.84,4.5,1.65
2017-07-29,Edmonton,2.68,0.02948,7.47,14.26,3.56,0.86,2.88,4.52,1.83
2017-07-29,Quebec City,3.69,0.04059,8.49,15.49,2.38,0.1,1.71,2.78,0.61
2017-07-29,Winnipeg,2.33,0.02563,10.57,19.86,5.98,2.38,1.66,2.72,0.16
2017-07-29,Hamilton,1.77,0.01947,8.75,15.63,3.56,9.57,2.06,3.29,1.03
2017-07-29,Halifax,3.83,0.04213,5.33,12.13,-0.17,0.78,2.35,3.19,1.5
2017-07-30,Toronto,3.96,0.04356,5.45,13.04,-1.0,0.03,1.9,2.54,0.8
2017-07-30,Vancouver,1.98,0.02178,4.86,9.33,0.77,1.1,1.99,2.94,0.69
2017-07-30,Montreal,1.75,0.01925,0.15,4.18,-4.56,0.32,2.47,3.53,1.39
2017-07-30,Calgary,2.76,0.030359999999999998,-0.41,6.44,-4.7,0.09,1.98,3.01,1.18
2017-07-30,Ottawa,1.09,0.01199,-2.09,2.85,-4.01,3.82,3.0,5.21,1.03
2017-07-30,Edmonton,1.24,0.01364,1.13,4.34,-2.66,2.42,1.56,2.24,1.02
2017-07-30,Quebec City,1.82,0.02002,-0.12,4.55,-3.85,4.26,2.43,3.62,1.56
2017-07-30,Winnipeg,1.4,0.0154,-3.73,-0.8,-6.91,7.63,2.16,2.83,1.37
2017-07-30,Hamilton,2.99,0.03289,-3.83,2.52,-7.29,1.17,1.55,3.23,0.27
2017-07-30,Halifax,3.54,0.03894,-1.18,7.74,-7.34,0.0,2.57,4.21,0.42
2017-07-31,Toronto,1.71,0.01881,0.49,7.03,-5.63,0.77,2.41,3.09,1.73
2017-07-31,Vancouver,1.52,0.016720000000000002,2.44,8.91,-0.85,4.62,3.02,6.03,0.41
2017-07-31,Montreal,2.25,0.024749999999999998,3.26,10.59,-1.76,2.3,2.44,3.4,1.34
2017-07-31,Calgary,2.29,0.02519,3.81,10.47,-0.54,0.27,3.3,6.18,1.6
2017-07-31,Ottawa,1.67,0.018369999999999997,1.64,7.71,-2.14,1.31,1.72,2.9,0.25
2017-07-31,Edmonton,1.41,0.01551,1.85,8.33,-1.54,0.44,1.75,2.83,0.73
2017-07-31,Quebec City,2.3,0.0253,2.31,10.52,-2.16,0.04,3.12,3.85,2.49
2017-07-31,Winnipeg,1.89,0.02079,3.48,11.38,-1.9,0.9,3.54,5.3,2.64
2017-07-31,Hamilton,2.48,0.02728,2.58,9.03,-1.76,0.69,2.65,3.96,1.17
2017-07-31,Halifax,2.45,0.026950000000000005,2.63,10.12,-2.26,0.03,3.0,4.51,1.64
2017-08-01,Toronto,2.0,0.022,2.62,10.08,-1.05,0.01,1.85,2.77,0.96
2017-08-01,Vancouver,1.47,0.01617,1.45,5.56,-0.51,0.03,1.42,2.3,0.49
2017-08-01,Montreal,1.32,0.01452,3.29,10.74,-0.99,1.3,2.93,4.73,1.37
2017-08-01,Calgary,1.23,0.01353,2.55,8.95,-1.65,0.23,2.11,3.05,0.32
2017-08-01,Ottawa,1.79,0.019690000000000003,4.86,12.04,0.5,3.56,2.29,3.71,1.46
2017-08-01,Edmonton,1.15,0.01265,0.87,6.6,-2.66,7.3,1.36,2.3,0.36
2017-08-01,Quebec City,1.92,0.02112,0.02,5.55,-4.47,0.05,1.85,3.0,0.18
2017-08-01,Winnipeg,2.11,0.023209999999999998,1.88,9.44,-2.65,0.01,2.37,3.17,1.01
2017-08-01,Hamilton,1.36,0.014960000000000001,1.86,7.53,-2.26,0.8,2.01,3.0,1.28
2017-08-01,Halifax,1.43,0.015729999999999997,1.01,6.22,-2.06,0.9,2.35,3.08,1.4
2017-08-02,Toronto,1.4,0.0154,3.6,9.33,-0.58,0.25,3.27,4.04,2.66
2017-08-02,Vancouver,2.2,0.024200000000000003,4.9,12.65,0.54,0.01,3.58,4.71,2.96
2017-08-02,Montreal,1.77,0.01947,5.48,14.63,1.29,0.0,3.45,4.35,2.07
2017-08-02,Calgary,1.73,0.01903,6.2,14.43,2.58,0.01,3.17,4.08,2.16
2017-08-02,Ottawa,0.95,0.01045,3.18,7.69,-1.3,0.85,3.03,4.76,2.26
2017-08-02,Edmonton,1.46,0.016059999999999998,2.91,7.93,-2.24,0.45,3.45,4.05,2.92
2017-08-02,Quebec City,1.83,0.020130000000000002,8.57,16.2,5.1,0.0,3.75,5.6,3.15
2017-08-02,Winnipeg,1.51,0.01661,6.79,15.08,2.66,0.16,2.48,3.18,1.58
2017-08-02,Hamilton,1.9,0.0209,4.56,12.55,0.07,0.01,2.79,3.9,1.79
2017-08-02,Halifax,1.16,0.01276,6.75,12.05,1.32,0.0,2.58,3.87,0.39
2017-08-03,Toronto,0.55,0.006050000000000001,5.99,10.37,3.45,0.71,3.11,4.71,1.75
2017-08-03,Vancouver,1.42,0.015619999999999998,4.24,9.17,1.67,0.34,3.8,4.89,2.28
2017-08-03,Montreal,1.32,0.01452,3.02,8.91,-2.83,0.21,3.86,5.63,2.11
2017-08-03,Calgary,0.23,0.00253,-1.61,2.72,-4.6,5.23,2.21,3.24,0.9
2017-08-03,Ottawa,1.07,0.01177,-3.02,1.55,-5.83,1.15,1.57,2.92,0.25
2017-08-03,Edmonton,0.77,0.00847,-4.7,-0.95,-8.52,2.21,1.37,2.16,0.24
2017-08-03,Quebec City,1.35,0.01485,-4.98,1.25,-8.66,0.05,2.11,2.81,1.01
2017-08-03,Winnipeg,1.03,0.011330000000000002,-4.15,1.82,-7.2,0.1,2.05,3.09,0.97
2017-08-03,Hamilton,0.68,0.0074800000000000005,-1.67,4.48,-6.04,0.19,2.8,3.34,1.63
2017-08-03,Halifax,1.2,0.013199999999999998,0.43,4.8,-1.36,0.43,3.3,4.3,2.34
2017-08-04,Toronto,1.45,0.01595,-2.64,3.35,-7.11,0.34,2.49,3.5,1.55
2017-08-04,Vancouver,0.6,0.006599999999999999,-3.05,2.03,-8.2,0.5,2.67,3.99,1.27
2017-08-04,Montreal,1.09,0.01199,-2.75,2.54,-6.63,0.05,3.13,3.66,2.45
2017-08-04,Calgary,1.2,0.013199999999999998,-0.67,4.29,-3.3,0.07,3.96,6.65,1.43
2017-08-04,Ottawa,0.91,0.01001,-1.52,3.68,-4.09,0.33,2.28,3.25,1.46
2017-08-04,Edmonton,0.95,0.01045,-2.7,3.62,-6.62,0.1,2.8,3.46,1.65
2017-08-04,Quebec City,1.26,0.01386,-5.15,1.23,-8.38,0.18,2.61,3.22,1.4
2017-08-04,Winnipeg,1.41,0.01551,-6.51,0.35,-11.15,0.08,2.37,3.01,0.91
2017-08-04,Hamilton,0.98,0.01078,-7.07,-0.65,-12.96,0.39,3.3,4.55,2.26
2017-08-04,Halifax,0.63,0.00693,-4.84,-0.63,-8.73,0.63,3.24,4.13,1.7
2017-08-05,Toronto,0.56,0.0061600000000000005,-4.91,-0.67,-9.53,0.59,5.2,6.94,3.92
2017-08-05,Vancouver,0.97,0.010669999999999999,-2.52,1.06,-4.46,0.11,4.84,6.52,2.64
2017-08-05,Montreal,0.17,0.0018700000000000001,-6.62,-4.34,-11.53,4.29,3.25,4.56,1.24
2017-08-05,Calgary,0.92,0.01012,-14.85,-12.33,-18.49,1.57,3.12,3.69,2.5
2017-08-05,Ottawa,0.82,0.00902,-19.4,-17.77,-20.72,0.38,2.84,3.37,2.28
2017-08-05,Edmonton,1.33,0.01463,-20.65,-17.45,-22.65,0.11,1.83,2.77,0.74
2017-08-05,Quebec City,1.12,0.012320000000000001,-21.22,-18.92,-22.45,0.21,1.54,2.62,0.59
2017-08-05,Winnipeg,1.32,0.01452,-21.76,-18.61,-23.35,0.18,3.17,3.78,2.55
2017-08-05,Hamilton,0.8,0.0088,-18.74,-14.0,-22.43,0.59,1.38,2.65,0.22
2017-08-05,Halifax,0.76,0.008360000000000001,-18.8,-15.56,-21.13,0.91,1.52,2.4,0.86
2017-08-06,Toronto,1.21,0.013309999999999999,-18.91,-12.15,-22.25,0.3,4.14,4.89,2.36
2017-08-06,Vancouver,1.33,0.01463,-17.7,-11.62,-21.23,0.02,4.37,4.95,3.31
2017-08-06,Montreal,1.31,0.01441,-16.81,-9.41,-20.93,0.05,3.53,4.46,1.79
2017-08-06,Calgary,0.93,0.010230000000000001,-18.66,-16.41,-20.88,0.49,2.82,3.47,1.78
2017-08-06,Ottawa,1.19,0.01309,-21.08,-17.31,-25.08,0.38,2.69,5.41,1.05
2017-08-06,Edmonton,1.02,0.01122,-17.9,-12.87,-24.24,0.05,5.88,7.66,4.74
2017-08-06,Quebec City,0.62,0.00682,-8.57,-6.11,-14.45,0.09,8.87,9.49,7.54
2017-08-06,Winnipeg,0.91,0.01001,-5.53,-4.22,-6.59,0.09,7.63,9.53,5.79
2017-08-06,Hamilton,0.83,0.00913,-4.33,-0.75,-7.82,0.23,4.51,6.7,2.89
2017-08-06,Halifax,0.79,0.00869,-4.29,-1.55,-7.13,0.05,6.36,7.99,4.19
2017-08-07,Toronto,0.87,0.00957,-4.98,-0.34,-8.84,0.01,5.22,6.45,3.07
2017-08-07,Vancouver,0.31,0.00341,-9.26,-7.31,-11.26,6.81,2.11,3.1,1.43
2017-08-07,Montreal,0.16,0.00176,-12.72,-9.89,-15.85,5.17,2.07,2.49,1.67
2017-08-07,Calgary,1.1,0.012100000000000001,-17.21,-12.6,-21.88,0.4,2.45,4.13,0.35
2017-08-07,Ottawa,1.14,0.012539999999999999,-11.56,-7.43,-21.4,0.14,5.82,8.25,4.31
2017-08-07,Edmonton,0.78,0.008579999999999999,-6.87,-4.31,-8.31,0.06,5.28,7.73,3.94
2017-08-07,Quebec City,0.99,0.01089,-6.35,-3.12,-9.04,0.04,5.37,7.1,4.49
2017-08-07,Winnipeg,0.63,0.00693,-7.86,-5.03,-10.78,0.2,3.63,5.9,2.19
2017-08-07,Hamilton,1.07,0.01177,-8.57,-4.28,-11.81,0.21,4.28,7.25,2.36
2017-08-07,Halifax,0.65,0.00715,-8.82,-6.18,-11.41,4.87,3.83,6.68,1.54
2017-08-08,Toronto,0.5,0.0055,-14.84,-12.14,-18.53,2.36,2.82,4.18,1.54
2017-08-08,Vancouver,1.08,0.01188,-19.38,-15.86,-22.25,0.48,1.62,2.4,0.82
2017-08-08,Montreal,1.38,0.015179999999999999,-22.15,-16.79,-25.89,0.16,2.58,4.39,0.82
2017-08-08,Calgary,1.08,0.01188,-13.99,-8.35,-19.82,0.11,4.08,4.77,2.63
2017-08-08,Ottawa,0.75,0.00825,-11.51,-6.84,-14.8,0.94,2.97,4.53,1.53
2017-08-08,Edmonton,1.13,0.01243,-16.39,-11.02,-21.82,0.81,1.77,3.45,0.52
2017-08-08,Quebec City,0.96,0.01056,-20.02,-15.56,-24.15,0.25,2.77,3.68,1.61
2017-08-08,Winnipeg,1.04,0.011440000000000002,-21.43,-16.86,-24.99,2.33,1.86,3.06,0.44
2017-08-08,Hamilton,1.08,0.01188,-23.0,-20.15,-25.2,2.79,1.69,2.71,1.14
2017-08-08,Halifax,1.3,0.0143,-23.82,-16.31,-30.32,0.43,2.71,4.65,0.81
2017-08-09,Toronto,1.47,0.01617,-18.45,-9.55,-27.22,0.02,4.2,5.13,2.66
2017-08-09,Vancouver,1.54,0.01694,-17.17,-9.89,-25.3,0.0,4.8,6.7,2.38
2017-08-09,Montreal,1.5,0.0165,-11.19,-6.58,-13.56,0.02,5.02,6.04,3.77
2017-08-09,Calgary,1.24,0.01364,-7.32,-2.4,-11.92,0.08,6.56,7.56,5.65
2017-08-09,Ottawa,1.39,0.01529,-5.22,-1.62,-7.52,0.2,5.6,7.45,4.34
2017-08-09,Edmonton,0.63,0.00693,-3.29,0.22,-8.37,0.02,6.27,7.48,4.39
2017-08-09,Quebec City,1.11,0.01221,-0.77,0.62,-2.42,0.06,4.38,7.12,3.16
2017-08-09,Winnipeg,1.35,0.01485,-2.07,1.18,-3.89,0.04,4.02,5.6,2.85
2017-08-09,Hamilton,1.27,0.013970000000000002,-2.07,1.46,-7.34,0.1,3.55,4.46,3.04
2017-08-09,Halifax,1.58,0.01738,-4.69,1.1,-9.23,0.01,2.68,3.93,0.94
2017-08-10,Toronto,1.61,0.01771,-7.3,-0.26,-10.36,0.11,2.21,3.17,0.75
2017-08-10,Vancouver,1.25,0.01375,-7.97,-4.16,-11.02,0.37,1.21,2.17,0.03
2017-08-10,Montreal,1.16,0.01276,-7.95,-1.73,-11.35,0.12,1.38,2.16,0.36
2017-08-10,Calgary,1.52,0.016720000000000002,-6.59,-1.1,-10.33,0.09,1.82,2.86,1.02
2017-08-10,Ottawa,1.84,0.02024,-8.92,-1.85,-12.61,0.05,3.48,4.38,1.76
2017-08-10,Edmonton,1.8,0.019799999999999998,-5.27,0.95,-8.27,0.12,4.23,6.29,2.3
2017-08-10,Quebec City,1.48,0.01628,-3.53,-0.07,-7.26,0.01,6.16,7.26,4.92
2017-08-10,Winnipeg,0.72,0.00792,-0.77,1.92,-3.32,0.0,7.68,8.9,6.78
2017-08-10,Hamilton,1.47,0.01617,-1.48,2.58,-3.06,0.01,5.68,8.31,4.07
2017-08-10,Halifax,1.53,0.01683,-6.47,-1.56,-13.83,0.03,4.53,7.0,3.54
2017-08-11,Toronto,1.63,0.017929999999999998,-12.3,-8.61,-15.0,0.51,3.39,4.77,1.69
2017-08-11,Vancouver,1.47,0.01617,-12.83,-9.17,-17.13,0.41,2.62,4.11,0.78
2017-08-11,Montreal,2.2,0.024200000000000003,-14.68,-8.15,-18.74,0.11,2.21,3.53,1.13
2017-08-11,Calgary,1.52,0.016720000000000002,-15.6,-11.94,-18.95,1.97,3.08,3.79,2.52
2017-08-11,Ottawa,1.62,0.017820000000000003,-16.85,-15.57,-18.01,4.83,2.43,2.74,2.12
2017-08-11,Edmonton,1.24,0.01364,-18.18,-17.16,-19.44,9.38,2.99,3.52,2.34
2017-08-11,Quebec City,1.72,0.01892,-21.79,-19.01,-27.7,11.67,3.14,5.32,1.68
2017-08-11,Winnipeg,2.16,0.02376,-26.32,-20.42,-30.25,2.58,1.9,3.2,0.69
2017-08-11,Hamilton,2.39,0.02629,-20.05,-10.94,-30.21,0.32,2.81,3.76,1.08
2017-08-11,Halifax,1.33,0.01463,-5.14,0.56,-12.19,0.82,2.78,5.24,0.68
2017-08-12,Toronto,2.2,0.024200000000000003,-1.94,0.48,-6.05,1.18,4.52,6.88,2.84
2017-08-12,Vancouver,2.35,0.02585,-5.27,-2.13,-8.19,0.23,4.88,5.57,3.8
2017-08-12,Montreal,1.26,0.01386,-3.75,-0.9,-6.99,0.0,7.1,8.02,5.7
2017-08-12,Calgary,2.2,0.024200000000000003,-1.68,1.42,-5.01,0.0,5.36,7.51,3.67
2017-08-12,Ottawa,1.67,0.018369999999999997,0.25,3.06,-1.5,0.02,4.64,5.53,3.92
2017-08-12,Edmonton,2.11,0.023209999999999998,1.38,5.52,-1.54,0.03,4.35,6.65,2.83
2017-08-12,Quebec City,2.19,0.02409,2.2,6.99,-0.3,0.33,3.85,4.65,3.43
2017-08-12,Winnipeg,2.3,0.0253,-0.21,5.61,-4.11,0.46,3.9,5.44,2.37
2017-08-12,Hamilton,1.98,0.02178,-2.36,-0.18,-3.52,2.75,1.8,3.35,0.76
2017-08-12,Halifax,1.41,0.01551,-2.67,2.94,-6.08,0.57,2.82,4.35,1.1
2017-08-13,Toronto,2.29,0.02519,-3.22,2.97,-8.62,0.29,2.36,3.84,0.71
2017-08-13,Vancouver,2.39,0.02629,-3.56,2.89,-8.46,0.12,2.29,4.42,0.13
2017-08-13,Montreal,2.12,0.02332,-5.9,-1.37,-10.49,1.32,2.25,4.43,0.77
2017-08-13,Calgary,2.12,0.02332,-7.88,-2.85,-14.51,1.97,2.16,4.11,0.56
2017-08-13,Ottawa,2.21,0.024310000000000002,-10.99,-5.77,-15.19,1.48,2.64,4.08,0.99
2017-08-13,Edmonton,2.62,0.02882,-9.89,-3.43,-16.42,0.79,4.78,6.0,2.78
2017-08-13,Quebec City,2.25,0.024749999999999998,-11.52,-9.15,-16.76,1.19,2.85,4.15,1.77
2017-08-13,Winnipeg,2.92,0.032119999999999996,-13.05,-6.58,-19.71,0.2,2.51,3.93,0.57
2017-08-13,Hamilton,2.78,0.03058,-12.11,-6.54,-15.49,0.42,1.98,4.46,0.04
2017-08-13,Halifax,2.7,0.0297,-7.9,-1.68,-13.04,0.65,3.74,5.74,0.55
2017-08-14,Toronto,1.89,0.02079,-6.02,0.78,-12.93,0.79,3.06,3.81,2.45
2017-08-14,Vancouver,3.37,0.03707,-2.15,4.21,-7.26,0.1,4.7,8.06,2.77
2017-08-14,Montreal,2.21,0.024310000000000002,-5.58,-0.75,-11.73,1.37,2.02,3.3,0.55
2017-08-14,Calgary,2.29,0.02519,-12.02,-9.76,-14.49,2.46,1.56,2.53,0.65
2017-08-14,Ottawa,3.51,0.03861,-10.86,-4.08,-15.19,1.12,1.4,1.85,0.72
2017-08-14,Edmonton,3.69,0.04059,-12.16,-5.02,-17.11,1.18,2.46,3.17,1.42
2017-08-14,Quebec City,2.61,0.02871,-15.0,-11.13,-19.81,3.17,2.82,4.34,1.55
2017-08-14,Winnipeg,3.65,0.04015,-18.28,-14.77,-20.61,3.0,2.6,4.07,1.3
2017-08-14,Hamilton,2.58,0.028380000000000002,-17.41,-13.22,-19.71,3.28,3.37,4.12,1.69
2017-08-14,Halifax,2.64,0.02904,-14.88,-8.28,-19.62,3.92,2.46,3.69,0.81
2017-08-15,Toronto,3.06,0.03366,-10.37,-3.03,-17.16,1.39,1.33,2.72,0.28
2017-08-15,Vancouver,2.11,0.023209999999999998,-1.38,2.36,-7.04,0.78,3.18,3.97,2.19
2017-08-15,Montreal,2.93,0.03223,0.94,5.66,-2.3,0.25,3.63,4.75,1.98
2017-08-15,Calgary,3.29,0.03619,2.26,9.13,-1.53,1.87,2.22,4.11,0.59
2017-08-15,Ottawa,3.83,0.04213,-0.6,4.83,-5.56,1.36,3.12,6.65,0.21
2017-08-15,Edmonton,3.01,0.033109999999999994,-1.09,4.62,-6.11,0.27,2.99,4.08,1.85
2017-08-15,Quebec City,3.47,0.03817,3.3,10.81,-2.04,0.86,5.15,9.04,2.43
2017-08-15,Winnipeg,4.42,0.048620000000000003,-2.69,1.57,-6.16,0.87,4.91,6.58,3.55
2017-08-15,Hamilton,4.65,0.05115000000000001,-3.48,0.61,-7.01,0.07,2.95,4.37,1.74
2017-08-15,Halifax,3.13,0.03443,-0.56,6.63,-5.62,0.29,4.27,6.49,2.53
2017-08-16,Toronto,3.91,0.04301000000000001,2.62,9.67,-1.71,0.93,4.09,6.41,2.89
2017-08-16,Vancouver,4.48,0.049280000000000004,0.95,7.28,-5.51,0.06,4.2,6.48,2.23
2017-08-16,Montreal,4.01,0.044109999999999996,1.23,7.95,-5.45,0.04,3.15,4.45,1.82
2017-08-16,Calgary,4.3,0.0473,1.67,7.75,-3.01,0.18,4.62,5.88,3.54
2017-08-16,Ottawa,4.95,0.054450000000000005,1.04,7.55,-5.04,0.06,2.95,4.5,1.58
2017-08-16,Edmonton,3.85,0.04235,2.56,10.0,-3.0,0.17,2.26,3.8,0.91
2017-08-16,Quebec City,3.53,0.038829999999999996,2.47,8.28,-2.91,0.15,4.31,6.01,3.24
2017-08-16,Winnipeg,3.58,0.039380000000000005,2.48,8.25,-2.11,0.07,2.94,3.93,1.53
2017-08-16,Hamilton,3.0,0.033,3.29,9.75,-1.91,2.25,3.2,4.25,1.7
2017-08-16,Halifax,4.7,0.0517,3.57,11.07,-3.04,0.32,3.42,5.58,1.74
2017-08-17,Toronto,3.46,0.03806,4.47,12.26,-1.52,0.25,4.74,8.14,3.06
2017-08-17,Vancouver,2.57,0.028269999999999997,-0.52,2.17,-3.05,5.87,3.07,3.74,1.74
2017-08-17,Montreal,4.28,0.04708,-0.94,3.37,-4.87,1.53,3.2,5.15,0.82
2017-08-17,Calgary,5.89,0.06478999999999999,0.22,8.45,-6.29,0.21,3.49,4.84,2.86
2017-08-17,Ottawa,2.6,0.0286,4.1,12.39,-3.7,0.0,3.18,4.0,2.68
2017-08-17,Edmonton,3.41,0.03751,6.27,14.08,-0.23,0.2,3.34,5.69,1.81
2017-08-17,Quebec City,2.07,0.02277,3.11,10.44,-3.0,2.93,3.48,6.09,1.63
2017-08-17,Winnipeg,3.99,0.043890000000000005,4.63,10.37,0.54,2.06,2.71,4.61,0.72
2017-08-17,Hamilton,2.82,0.03102,1.51,4.57,-1.39,3.86,2.19,4.3,0.25
2017-08-17,Halifax,5.11,0.056209999999999996,2.53,9.22,-4.26,0.41,3.02,4.12,2.18
2017-08-18,Toronto,3.62,0.03982,2.07,7.51,-2.94,2.12,1.93,3.15,0.6
2017-08-18,Vancouver,1.89,0.02079,0.8,4.62,-3.21,4.93,3.22,6.23,0.62
2017-08-18,Montreal,1.84,0.02024,1.04,5.44,-1.64,12.81,1.7,2.91,0.54
2017-08-18,Calgary,4.38,0.04818,2.12,7.34,-1.56,0.54,5.0,6.69,3.05
2017-08-18,Ottawa,3.51,0.03861,0.38,4.49,-3.25,0.8,4.08,6.6,1.1
2017-08-18,Edmonton,5.76,0.06336,1.57,7.91,-4.14,0.07,2.07,3.62,0.85
2017-08-18,Quebec City,3.78,0.04158,3.55,10.72,-2.21,0.82,1.78,3.69,0.28
2017-08-18,Winnipeg,4.32,0.04752,5.44,12.61,0.07,0.7,2.07,3.71,0.05
2017-08-18,Hamilton,5.45,0.05995,4.6,12.48,-1.6,0.41,2.9,4.37,1.91
2017-08-18,Halifax,4.31,0.047409999999999994,6.03,12.53,-1.61,1.8,2.23,3.76,0.62
2017-08-19,Toronto,4.01,0.044109999999999996,4.09,10.27,-1.6,2.52,3.36,5.27,1.99
2017-08-19,Vancouver,3.55,0.039049999999999994,3.58,9.47,-3.36,6.19,2.83,4.11,0.97
2017-08-19,Montreal,4.38,0.04818,5.08,11.38,0.29,1.08,1.86,3.13,0.45
2017-08-19,Calgary,2.77,0.030469999999999997,2.44,8.02,-2.5,7.49,2.15,3.4,1.24
2017-08-19,Ottawa,3.01,0.033109999999999994,-1.36,2.71,-5.5,4.66,2.75,4.32,1.0
2017-08-19,Edmonton,3.92,0.04312,0.84,7.09,-6.07,2.19,1.46,2.39,0.61
2017-08-19,Quebec City,3.86,0.04246,1.53,6.29,-2.87,5.86,1.71,2.7,0.16
2017-08-19,Winnipeg,4.54,0.04994,1.87,7.29,-4.5,2.19,2.07,3.07,1.12
2017-08-19,Hamilton,5.36,0.05896,3.95,10.26,-2.85,0.58,2.86,3.95,2.11
2017-08-19,Halifax,4.54,0.04994,5.29,10.51,0.78,0.87,3.56,5.17,2.18
2017-08-20,Toronto,5.63,0.06193,5.09,11.81,-2.19,0.74,2.21,3.92,0.73
2017-08-20,Vancouver,5.59,0.061489999999999996,5.04,11.02,0.11,0.54,2.82,4.21,1.75
2017-08-20,Montreal,5.87,0.06457,9.59,18.34,0.2,0.02,4.13,5.07,3.05
2017-08-20,Calgary,6.22,0.06842,13.85,21.6,6.22,0.01,3.27,4.51,1.31
2017-08-20,Ottawa,4.28,0.04708,14.85,23.16,7.17,0.28,3.25,5.5,2.05
2017-08-20,Edmonton,4.71,0.051809999999999995,12.04,18.81,4.84,0.43,2.91,4.88,0.75
2017-08-20,Quebec City,4.53,0.04983,5.05,8.53,0.84,2.17,2.95,4.52,1.06
2017-08-20,Winnipeg,7.13,0.07843,7.91,15.96,-1.28,0.78,2.78,4.3,1.97
2017-08-20,Hamilton,4.47,0.04917,8.59,14.84,2.7,0.87,2.47,4.13,0.72
2017-08-20,Halifax,4.64,0.05104,11.91,18.47,2.69,0.2,1.38,2.55,0.36
2017-08-21,Toronto,4.75,0.05225,13.03,20.12,5.26,3.87,2.5,3.9,1.14
2017-08-21,Vancouver,5.11,0.056209999999999996,10.47,17.1,4.89,4.37,2.91,4.42,1.74
2017-08-21,Montreal,5.84,0.06423999999999999,6.93,12.43,0.76,0.51,4.17,5.6,2.88
2017-08-21,Calgary,5.89,0.06478999999999999,5.75,11.77,-0.99,2.46,2.79,3.31,1.92
2017-08-21,Ottawa,5.94,0.06534,6.73,12.98,-0.14,0.04,2.3,3.81,0.78
2017-08-21,Edmonton,3.67,0.04037,4.13,8.47,-0.29,6.56,3.0,4.23,1.74
2017-08-21,Quebec City,3.1,0.0341,3.89,9.04,0.93,9.88,2.76,3.79,1.53
2017-08-21,Winnipeg,5.02,0.05521999999999999,7.84,14.76,-1.34,4.54,1.72,3.38,0.25
2017-08-21,Hamilton,6.17,0.06787,10.36,16.0,2.3,0.18,1.81,3.03,0.83
2017-08-21,Halifax,6.88,0.07568,11.6,17.88,3.4,0.02,2.18,3.14,1.11
2017-08-22,Toronto,8.06,0.08866000000000002,13.57,20.22,4.29,0.02,2.92,4.07,1.45
2017-08-22,Vancouver,7.64,0.08404,14.49,19.98,8.1,0.55,2.41,3.14,1.86
2017-08-22,Montreal,5.2,0.0572,17.56,25.32,8.83,0.2,3.37,4.57,2.17
2017-08-22,Calgary,1.62,0.017820000000000003,7.69,11.54,5.75,18.45,7.76,10.67,4.17
2017-08-22,Ottawa,5.25,0.05775,8.12,12.11,3.79,2.05,5.08,7.3,1.48
2017-08-22,Edmonton,6.49,0.07139,11.4,17.84,3.06,1.23,2.8,3.48,1.72
2017-08-22,Quebec City,7.82,0.08602000000000001,15.22,22.83,7.26,2.55,2.49,3.87,0.54
2017-08-22,Winnipeg,7.6,0.0836,14.49,20.68,7.97,1.73,1.97,2.51,1.47
2017-08-22,Hamilton,6.66,0.07326,14.69,21.43,5.77,1.99,2.22,3.06,1.53
2017-08-22,Halifax,7.42,0.08162,16.67,24.13,8.37,0.34,2.81,3.59,2.14
2017-08-23,Toronto,5.53,0.06083,17.03,24.5,10.09,0.9,2.77,3.56,1.8
2017-08-23,Vancouver,5.73,0.06303,14.8,19.87,10.18,3.06,2.1,3.89,0.5
2017-08-23,Montreal,7.55,0.08305,13.42,18.94,6.24,0.57,4.82,6.25,2.57
2017-08-23,Calgary,7.01,0.07711,15.32,23.63,4.05,0.08,2.92,4.63,1.46
2017-08-23,Ottawa,5.96,0.06556000000000001,14.71,21.01,9.23,1.44,2.09,4.1,0.47
2017-08-23,Edmonton,6.28,0.06908,12.12,17.51,7.04,0.94,2.8,4.79,0.82
2017-08-23,Quebec City,7.71,0.08481,14.26,21.35,5.74,0.2,3.41,4.9,2.04
2017-08-23,Winnipeg,7.44,0.08184000000000001,16.84,24.01,7.37,0.06,2.58,3.55,1.03
2017-08-23,Hamilton,4.65,0.05115000000000001,15.31,21.81,10.17,19.01,2.85,5.22,0.94
2017-08-23,Halifax,6.14,0.06753999999999999,12.42,17.72,5.8,2.64,4.26,5.6,2.76
