Date,City,Solar Irradiance (W/m²),Sunlight Hours
2015-04-07,Halifax,6.09,0.04872
2015-04-08,Toronto,5.31,0.04248
2015-04-08,Vancouver,5.56,0.04448
2015-04-08,Montreal,2.53,0.020239999999999998
2015-04-08,Calgary,1.59,0.01272
2015-04-08,Ottawa,2.59,0.02072
2015-04-08,Edmonton,1.21,0.00968
2015-04-08,Quebec City,1.55,0.0124
2015-04-08,Winnipeg,2.8,0.0224
2015-04-08,Hamilton,2.92,0.02336
2015-04-08,Halifax,4.44,0.03552
2015-04-09,Toronto,5.02,0.040159999999999994
2015-04-09,Vancouver,3.89,0.031120000000000002
2015-04-09,Montreal,3.71,0.029679999999999998
2015-04-09,Calgary,2.26,0.01808
2015-04-09,Ottawa,4.21,0.03368
2015-04-09,Edmonton,5.57,0.04456
2015-04-09,Quebec City,5.6,0.0448
2015-04-09,Winnipeg,5.48,0.043840000000000004
2015-04-09,Hamilton,4.13,0.03304
2015-04-09,Halifax,3.15,0.0252
2015-04-10,Toronto,3.08,0.024640000000000002
2015-04-10,Vancouver,3.04,0.02432
2015-04-10,Montreal,1.71,0.01368
2015-04-10,Calgary,1.44,0.011519999999999999
2015-04-10,Ottawa,1.24,0.00992
2015-04-10,Edmonton,1.33,0.01064
2015-04-10,Quebec City,4.19,0.03352
2015-04-10,Winnipeg,4.22,0.03376
2015-04-10,Hamilton,2.62,0.02096
2015-04-10,Halifax,0.84,0.006719999999999999
2015-04-11,Toronto,2.5,0.02
2015-04-11,Vancouver,3.45,0.027600000000000003
2015-04-11,Montreal,4.54,0.03632
2015-04-11,Calgary,4.58,0.03664
2015-04-11,Ottawa,4.51,0.03608
2015-04-11,Edmonton,4.37,0.03496
2015-04-11,Quebec City,4.0,0.032
2015-04-11,Winnipeg,1.35,0.0108
2015-04-11,Hamilton,4.2,0.033600000000000005
2015-04-11,Halifax,4.12,0.03296
2015-04-12,Toronto,3.71,0.029679999999999998
2015-04-12,Vancouver,2.36,0.018879999999999997
2015-04-12,Montreal,0.74,0.00592
2015-04-12,Calgary,1.5,0.012
2015-04-12,Ottawa,1.16,0.00928
2015-04-12,Edmonton,0.7,0.0056
2015-04-12,Quebec City,1.85,0.0148
2015-04-12,Winnipeg,0.88,0.00704
2015-04-12,Hamilton,2.96,0.02368
2015-04-12,Halifax,3.38,0.027039999999999998
2015-04-13,Toronto,3.05,0.024399999999999998
2015-04-13,Vancouver,3.25,0.026
2015-04-13,Montreal,1.36,0.01088
2015-04-13,Calgary,0.85,0.0068
2015-04-13,Ottawa,0.95,0.0076
2015-04-13,Edmonton,2.13,0.01704
2015-04-13,Quebec City,1.17,0.00936
2015-04-13,Winnipeg,2.41,0.019280000000000002
2015-04-13,Hamilton,2.78,0.02224
2015-04-13,Halifax,1.72,0.01376
2015-04-14,Toronto,1.96,0.01568
2015-04-14,Vancouver,1.34,0.01072
2015-04-14,Montreal,2.44,0.01952
2015-04-14,Calgary,0.57,0.00456
2015-04-14,Ottawa,1.28,0.01024
2015-04-14,Edmonton,1.23,0.00984
2015-04-14,Quebec City,0.8,0.0064
2015-04-14,Winnipeg,0.4,0.0032
2015-04-14,Hamilton,1.45,0.0116
2015-04-14,Halifax,2.32,0.01856
2015-04-15,Toronto,0.77,0.0061600000000000005
2015-04-15,Vancouver,1.41,0.01128
2015-04-15,Montreal,0.7,0.0056
2015-04-15,Calgary,0.52,0.0041600000000000005
2015-04-15,Ottawa,1.16,0.00928
2015-04-15,Edmonton,2.17,0.01736
2015-04-15,Quebec City,0.65,0.0052
2015-04-15,Winnipeg,1.57,0.01256
2015-04-15,Hamilton,0.42,0.0033599999999999997
2015-04-15,Halifax,0.71,0.005679999999999999
2015-04-16,Toronto,0.58,0.00464
2015-04-16,Vancouver,1.19,0.009519999999999999
2015-04-16,Montreal,0.33,0.00264
2015-04-16,Calgary,0.41,0.00328
2015-04-16,Ottawa,1.03,0.00824
2015-04-16,Edmonton,1.96,0.01568
2015-04-16,Quebec City,2.0,0.016
2015-04-16,Winnipeg,1.73,0.01384
2015-04-16,Hamilton,1.19,0.009519999999999999
2015-04-16,Halifax,0.32,0.00256
2015-04-17,Toronto,1.77,0.01416
2015-04-17,Vancouver,1.78,0.014240000000000001
2015-04-17,Montreal,1.79,0.014320000000000001
2015-04-17,Calgary,1.79,0.014320000000000001
2015-04-17,Ottawa,1.71,0.01368
2015-04-17,Edmonton,1.63,0.01304
2015-04-17,Quebec City,1.57,0.01256
2015-04-17,Winnipeg,0.5,0.004
2015-04-17,Hamilton,0.33,0.00264
2015-04-17,Halifax,0.23,0.00184
2015-04-18,Toronto,0.52,0.0041600000000000005
2015-04-18,Vancouver,0.21,0.0016799999999999999
2015-04-18,Montreal,0.43,0.00344
2015-04-18,Calgary,0.31,0.00248
2015-04-18,Ottawa,0.25,0.002
2015-04-18,Edmonton,0.73,0.00584
2015-04-18,Quebec City,0.23,0.00184
2015-04-18,Winnipeg,1.16,0.00928
2015-04-18,Hamilton,0.17,0.00136
2015-04-18,Halifax,0.5,0.004
2015-04-19,Toronto,0.95,0.0076
2015-04-19,Vancouver,0.56,0.0044800000000000005
2015-04-19,Montreal,1.36,0.01088
2015-04-19,Calgary,0.3,0.0024
2015-04-19,Ottawa,0.57,0.00456
2015-04-19,Edmonton,0.45,0.0036
2015-04-19,Quebec City,0.49,0.00392
2015-04-19,Winnipeg,0.46,0.00368
2015-04-19,Hamilton,0.68,0.00544
2015-04-19,Halifax,0.46,0.00368
2015-04-20,Toronto,0.6,0.0048
2015-04-20,Vancouver,0.87,0.00696
2015-04-20,Montreal,0.48,0.0038399999999999997
2015-04-20,Calgary,0.21,0.0016799999999999999
2015-04-20,Ottawa,0.79,0.00632
2015-04-20,Edmonton,1.21,0.00968
2015-04-20,Quebec City,1.4,0.0112
2015-04-20,Winnipeg,1.51,0.01208
2015-04-20,Hamilton,1.5,0.012
2015-04-20,Halifax,1.36,0.01088
2015-04-21,Toronto,1.25,0.01
2015-04-21,Vancouver,0.97,0.0077599999999999995
2015-04-21,Montreal,0.26,0.0020800000000000003
2015-04-21,Calgary,1.08,0.00864
2015-04-21,Ottawa,1.14,0.00912
2015-04-21,Edmonton,0.95,0.0076
2015-04-21,Quebec City,1.48,0.01184
2015-04-21,Winnipeg,1.55,0.0124
2015-04-21,Hamilton,0.52,0.0041600000000000005
2015-04-21,Halifax,0.28,0.0022400000000000002
2015-04-22,Toronto,0.76,0.00608
2015-04-22,Vancouver,1.13,0.00904
2015-04-22,Montreal,1.02,0.00816
2015-04-22,Calgary,0.4,0.0032
2015-04-22,Ottawa,0.53,0.00424
2015-04-22,Edmonton,0.66,0.00528
2015-04-22,Quebec City,0.93,0.00744
2015-04-22,Winnipeg,0.76,0.00608
2015-04-22,Hamilton,0.26,0.0020800000000000003
2015-04-22,Halifax,0.56,0.0044800000000000005
2015-04-23,Toronto,1.26,0.01008
2015-04-23,Vancouver,1.13,0.00904
2015-04-23,Montreal,1.15,0.0092
2015-04-23,Calgary,0.47,0.00376
2015-04-23,Ottawa,0.31,0.00248
2015-04-23,Edmonton,1.06,0.00848
2015-04-23,Quebec City,0.37,0.00296
2015-04-23,Winnipeg,0.65,0.0052
2015-04-23,Hamilton,0.95,0.0076
2015-04-23,Halifax,1.35,0.0108
2015-04-24,Toronto,1.34,0.01072
2015-04-24,Vancouver,0.63,0.00504
2015-04-24,Montreal,0.69,0.00552
2015-04-24,Calgary,0.36,0.0028799999999999997
2015-04-24,Ottawa,1.26,0.01008
2015-04-24,Edmonton,1.16,0.00928
2015-04-24,Quebec City,2.44,0.01952
2015-04-24,Winnipeg,2.45,0.019600000000000003
2015-04-24,Hamilton,0.85,0.0068
2015-04-24,Halifax,0.86,0.00688
2015-04-25,Toronto,1.1,0.0088
2015-04-25,Vancouver,0.4,0.0032
2015-04-25,Montreal,0.86,0.00688
2015-04-25,Calgary,0.53,0.00424
2015-04-25,Ottawa,2.2,0.0176
2015-04-25,Edmonton,0.73,0.00584
2015-04-25,Quebec City,1.05,0.008400000000000001
2015-04-25,Winnipeg,0.82,0.00656
2015-04-25,Hamilton,1.92,0.015359999999999999
2015-04-25,Halifax,0.73,0.00584
2015-04-26,Toronto,2.75,0.022
2015-04-26,Vancouver,3.31,0.02648
2015-04-26,Montreal,2.56,0.02048
2015-04-26,Calgary,3.1,0.0248
2015-04-26,Ottawa,1.67,0.013359999999999999
2015-04-26,Edmonton,1.98,0.01584
2015-04-26,Quebec City,0.96,0.007679999999999999
2015-04-26,Winnipeg,2.21,0.01768
2015-04-26,Hamilton,0.47,0.00376
2015-04-26,Halifax,1.8,0.0144
2015-04-27,Toronto,1.48,0.01184
2015-04-27,Vancouver,0.59,0.004719999999999999
2015-04-27,Montreal,3.04,0.02432
2015-04-27,Calgary,1.62,0.012960000000000001
2015-04-27,Ottawa,1.49,0.01192
2015-04-27,Edmonton,1.81,0.01448
2015-04-27,Quebec City,1.43,0.011439999999999999
2015-04-27,Winnipeg,0.81,0.0064800000000000005
2015-04-27,Hamilton,1.15,0.0092
2015-04-27,Halifax,1.5,0.012
2015-04-28,Toronto,0.82,0.00656
2015-04-28,Vancouver,1.86,0.01488
2015-04-28,Montreal,2.33,0.01864
2015-04-28,Calgary,3.88,0.031039999999999998
2015-04-28,Ottawa,4.69,0.037520000000000005
2015-04-28,Edmonton,3.73,0.02984
2015-04-28,Quebec City,2.38,0.019039999999999998
2015-04-28,Winnipeg,1.04,0.008320000000000001
2015-04-28,Hamilton,2.18,0.01744
2015-04-28,Halifax,3.16,0.02528
2015-04-29,Toronto,1.31,0.01048
2015-04-29,Vancouver,2.13,0.01704
2015-04-29,Montreal,4.0,0.032
2015-04-29,Calgary,4.13,0.03304
2015-04-29,Ottawa,3.3,0.0264
2015-04-29,Edmonton,5.5,0.044
2015-04-29,Quebec City,5.26,0.04208
2015-04-29,Winnipeg,5.57,0.04456
2015-04-29,Hamilton,5.45,0.0436
2015-04-29,Halifax,5.73,0.045840000000000006
2015-04-30,Toronto,4.96,0.03968
2015-04-30,Vancouver,3.91,0.03128
2015-04-30,Montreal,3.61,0.02888
2015-04-30,Calgary,1.68,0.013439999999999999
2015-04-30,Ottawa,3.25,0.026
2015-04-30,Edmonton,5.71,0.04568
2015-04-30,Quebec City,5.31,0.04248
2015-04-30,Winnipeg,5.95,0.0476
2015-04-30,Hamilton,4.68,0.03744
2015-04-30,Halifax,3.08,0.024640000000000002
2015-05-01,Toronto,2.14,0.01712
2015-05-01,Vancouver,3.44,0.02752
2015-05-01,Montreal,4.26,0.03408
2015-05-01,Calgary,2.74,0.021920000000000002
2015-05-01,Ottawa,3.66,0.02928
2015-05-01,Edmonton,5.22,0.04176
2015-05-01,Quebec City,5.88,0.04704
2015-05-01,Winnipeg,5.73,0.045840000000000006
2015-05-01,Hamilton,6.82,0.054560000000000004
2015-05-01,Halifax,4.69,0.037520000000000005
2015-05-02,Toronto,1.68,0.013439999999999999
2015-05-02,Vancouver,2.89,0.02312
2015-05-02,Montreal,3.61,0.02888
2015-05-02,Calgary,5.19,0.04152
2015-05-02,Ottawa,5.52,0.04416
2015-05-02,Edmonton,5.55,0.0444
2015-05-02,Quebec City,4.15,0.0332
2015-05-02,Winnipeg,4.89,0.039119999999999995
2015-05-02,Hamilton,6.86,0.054880000000000005
2015-05-02,Halifax,7.5,0.06
2015-05-03,Toronto,7.07,0.05656
2015-05-03,Vancouver,3.89,0.031120000000000002
2015-05-03,Montreal,3.61,0.02888
2015-05-03,Calgary,6.52,0.05216
2015-05-03,Ottawa,7.83,0.06264
2015-05-03,Edmonton,7.55,0.060399999999999995
2015-05-03,Quebec City,5.77,0.04616
2015-05-03,Winnipeg,7.14,0.05712
2015-05-03,Hamilton,7.65,0.061200000000000004
2015-05-03,Halifax,4.36,0.03488
2015-05-04,Toronto,7.25,0.058
2015-05-04,Vancouver,7.19,0.05752
2015-05-04,Montreal,5.7,0.0456
2015-05-04,Calgary,3.29,0.02632
2015-05-04,Ottawa,3.04,0.02432
2015-05-04,Edmonton,5.87,0.04696
2015-05-04,Quebec City,3.74,0.029920000000000002
2015-05-04,Winnipeg,3.86,0.030879999999999998
2015-05-04,Hamilton,5.53,0.04424
2015-05-04,Halifax,4.34,0.03472
2015-05-05,Toronto,3.93,0.03144
2015-05-05,Vancouver,2.91,0.023280000000000002
2015-05-05,Montreal,3.45,0.027600000000000003
2015-05-05,Calgary,5.77,0.04616
2015-05-05,Ottawa,3.02,0.02416
2015-05-05,Edmonton,4.21,0.03368
2015-05-05,Quebec City,1.73,0.01384
2015-05-05,Winnipeg,6.02,0.048159999999999994
2015-05-05,Hamilton,7.21,0.05768
2015-05-05,Halifax,6.53,0.05224
2015-05-06,Toronto,4.91,0.03928
2015-05-06,Vancouver,4.65,0.037200000000000004
2015-05-06,Montreal,5.73,0.045840000000000006
2015-05-06,Calgary,8.5,0.068
2015-05-06,Ottawa,7.87,0.06296
2015-05-06,Edmonton,7.79,0.06232
2015-05-06,Quebec City,7.56,0.06048
2015-05-06,Winnipeg,3.53,0.028239999999999998
2015-05-06,Hamilton,5.1,0.040799999999999996
2015-05-06,Halifax,4.8,0.0384
2015-05-07,Toronto,3.22,0.02576
2015-05-07,Vancouver,4.53,0.03624
2015-05-07,Montreal,4.03,0.032240000000000005
2015-05-07,Calgary,4.0,0.032
2015-05-07,Ottawa,5.87,0.04696
2015-05-07,Edmonton,6.05,0.0484
2015-05-07,Quebec City,8.06,0.06448000000000001
2015-05-07,Winnipeg,1.5,0.012
2015-05-07,Hamilton,4.79,0.03832
2015-05-07,Halifax,6.32,0.05056
2015-05-08,Toronto,4.61,0.03688
2015-05-08,Vancouver,5.08,0.04064
2015-05-08,Montreal,3.89,0.031120000000000002
2015-05-08,Calgary,3.91,0.03128
2015-05-08,Ottawa,5.14,0.04112
2015-05-08,Edmonton,8.59,0.06872
2015-05-08,Quebec City,7.4,0.0592
2015-05-08,Winnipeg,8.4,0.06720000000000001
2015-05-08,Hamilton,8.38,0.06704
2015-05-08,Halifax,6.53,0.05224
2015-05-09,Toronto,3.73,0.02984
2015-05-09,Vancouver,5.75,0.046
2015-05-09,Montreal,6.2,0.0496
2015-05-09,Calgary,4.37,0.03496
2015-05-09,Ottawa,3.5,0.028
2015-05-09,Edmonton,5.84,0.04672
2015-05-09,Quebec City,1.99,0.01592
2015-05-09,Winnipeg,3.62,0.02896
2015-05-09,Hamilton,4.23,0.03384
2015-05-09,Halifax,5.73,0.045840000000000006
2015-05-10,Toronto,4.15,0.0332
2015-05-10,Vancouver,4.12,0.03296
2015-05-10,Montreal,5.53,0.04424
2015-05-10,Calgary,5.08,0.04064
2015-05-10,Ottawa,5.19,0.04152
2015-05-10,Edmonton,3.67,0.02936
2015-05-10,Quebec City,5.66,0.04528
2015-05-10,Winnipeg,6.15,0.0492
2015-05-10,Hamilton,4.01,0.03208
2015-05-10,Halifax,5.28,0.04224
2015-05-11,Toronto,7.91,0.06328
2015-05-11,Vancouver,4.9,0.039200000000000006
2015-05-11,Montreal,4.72,0.037759999999999995
2015-05-11,Calgary,7.71,0.06168
2015-05-11,Ottawa,6.69,0.053520000000000005
2015-05-11,Edmonton,7.48,0.059840000000000004
2015-05-11,Quebec City,7.78,0.062240000000000004
2015-05-11,Winnipeg,7.75,0.062
2015-05-11,Hamilton,7.82,0.06256
2015-05-11,Halifax,6.77,0.05416
2015-05-12,Toronto,5.28,0.04224
2015-05-12,Vancouver,6.94,0.05552
2015-05-12,Montreal,2.13,0.01704
2015-05-12,Calgary,4.03,0.032240000000000005
2015-05-12,Ottawa,6.81,0.054479999999999994
2015-05-12,Edmonton,6.86,0.054880000000000005
2015-05-12,Quebec City,5.53,0.04424
2015-05-12,Winnipeg,2.86,0.022879999999999998
2015-05-12,Hamilton,3.77,0.03016
2015-05-12,Halifax,2.52,0.02016
2015-05-13,Toronto,4.1,0.032799999999999996
2015-05-13,Vancouver,7.04,0.05632
2015-05-13,Montreal,6.98,0.05584
2015-05-13,Calgary,6.61,0.05288
2015-05-13,Ottawa,7.02,0.056159999999999995
2015-05-13,Edmonton,6.93,0.055439999999999996
2015-05-13,Quebec City,6.97,0.05576
2015-05-13,Winnipeg,6.92,0.05536
2015-05-13,Hamilton,6.96,0.05568
2015-05-13,Halifax,6.92,0.05536
2015-05-14,Toronto,6.83,0.05464
2015-05-14,Vancouver,4.34,0.03472
2015-05-14,Montreal,4.72,0.037759999999999995
2015-05-14,Calgary,6.32,0.05056
2015-05-14,Ottawa,6.48,0.051840000000000004
2015-05-14,Edmonton,5.99,0.047920000000000004
2015-05-14,Quebec City,5.72,0.045759999999999995
2015-05-14,Winnipeg,4.63,0.03704
2015-05-14,Hamilton,2.31,0.01848
2015-05-14,Halifax,4.86,0.038880000000000005
2015-05-15,Toronto,5.16,0.041280000000000004
2015-05-15,Vancouver,2.15,0.0172
2015-05-15,Montreal,2.14,0.01712
2015-05-15,Calgary,2.99,0.02392
2015-05-15,Ottawa,3.33,0.02664
2015-05-15,Edmonton,4.65,0.037200000000000004
2015-05-15,Quebec City,1.82,0.01456
2015-05-15,Winnipeg,3.41,0.027280000000000002
2015-05-15,Hamilton,1.36,0.01088
2015-05-15,Halifax,4.11,0.03288
2015-05-16,Toronto,4.08,0.03264
2015-05-16,Vancouver,3.75,0.03
2015-05-16,Montreal,5.14,0.04112
2015-05-16,Calgary,5.66,0.04528
2015-05-16,Ottawa,5.51,0.04408
2015-05-16,Edmonton,5.31,0.04248
2015-05-16,Quebec City,5.2,0.0416
2015-05-16,Winnipeg,2.84,0.022719999999999997
2015-05-16,Hamilton,1.27,0.01016
2015-05-16,Halifax,3.25,0.026
2015-05-17,Toronto,2.26,0.01808
2015-05-17,Vancouver,4.3,0.0344
2015-05-17,Montreal,4.72,0.037759999999999995
2015-05-17,Calgary,4.61,0.03688
2015-05-17,Ottawa,1.3,0.0104
2015-05-17,Edmonton,2.72,0.02176
2015-05-17,Quebec City,2.35,0.0188
2015-05-17,Winnipeg,2.39,0.01912
2015-05-17,Hamilton,4.3,0.0344
2015-05-17,Halifax,4.64,0.03712
2015-05-18,Toronto,4.15,0.0332
2015-05-18,Vancouver,4.25,0.034
2015-05-18,Montreal,1.3,0.0104
2015-05-18,Calgary,3.56,0.028480000000000002
2015-05-18,Ottawa,1.72,0.01376
2015-05-18,Edmonton,1.6,0.0128
2015-05-18,Quebec City,3.02,0.02416
2015-05-18,Winnipeg,1.09,0.00872
2015-05-18,Hamilton,1.61,0.01288
2015-05-18,Halifax,0.73,0.00584
2015-05-19,Toronto,2.59,0.02072
2015-05-19,Vancouver,2.53,0.020239999999999998
2015-05-19,Montreal,3.88,0.031039999999999998
2015-05-19,Calgary,3.37,0.02696
2015-05-19,Ottawa,1.37,0.010960000000000001
2015-05-19,Edmonton,0.51,0.00408
2015-05-19,Quebec City,0.54,0.00432
2015-05-19,Winnipeg,0.55,0.0044
2015-05-19,Hamilton,0.97,0.0077599999999999995
2015-05-19,Halifax,1.2,0.0096
2015-05-20,Toronto,1.51,0.01208
2015-05-20,Vancouver,1.27,0.01016
2015-05-20,Montreal,0.92,0.00736
2015-05-20,Calgary,1.76,0.01408
2015-05-20,Ottawa,1.06,0.00848
2015-05-20,Edmonton,0.64,0.00512
2015-05-20,Quebec City,0.67,0.00536
2015-05-20,Winnipeg,0.53,0.00424
2015-05-20,Hamilton,0.82,0.00656
2015-05-20,Halifax,1.36,0.01088
2015-05-21,Toronto,0.39,0.00312
2015-05-21,Vancouver,1.77,0.01416
2015-05-21,Montreal,0.57,0.00456
2015-05-21,Calgary,0.82,0.00656
2015-05-21,Ottawa,0.41,0.00328
2015-05-21,Edmonton,0.72,0.0057599999999999995
2015-05-21,Quebec City,0.75,0.006
2015-05-21,Winnipeg,0.38,0.00304
2015-05-21,Hamilton,1.03,0.00824
2015-05-21,Halifax,0.42,0.0033599999999999997
2015-05-22,Toronto,0.87,0.00696
2015-05-22,Vancouver,1.05,0.008400000000000001
2015-05-22,Montreal,1.49,0.01192
2015-05-22,Calgary,0.58,0.00464
2015-05-22,Ottawa,0.62,0.00496
2015-05-22,Edmonton,0.41,0.00328
2015-05-22,Quebec City,1.28,0.01024
2015-05-22,Winnipeg,0.71,0.005679999999999999
2015-05-22,Hamilton,0.68,0.00544
2015-05-22,Halifax,0.8,0.0064
2015-05-23,Toronto,0.5,0.004
2015-05-23,Vancouver,0.66,0.00528
2015-05-23,Montreal,0.24,0.0019199999999999998
2015-05-23,Calgary,1.03,0.00824
2015-05-23,Ottawa,0.18,0.0014399999999999999
2015-05-23,Edmonton,0.53,0.00424
2015-05-23,Quebec City,0.27,0.00216
2015-05-23,Winnipeg,0.79,0.00632
2015-05-23,Hamilton,0.28,0.0022400000000000002
2015-05-23,Halifax,0.43,0.00344
2015-05-24,Toronto,0.81,0.0064800000000000005
2015-05-24,Vancouver,0.41,0.00328
2015-05-24,Montreal,0.63,0.00504
2015-05-24,Calgary,0.75,0.006
2015-05-24,Ottawa,0.39,0.00312
2015-05-24,Edmonton,0.43,0.00344
2015-05-24,Quebec City,1.21,0.00968
2015-05-24,Winnipeg,0.36,0.0028799999999999997
2015-05-24,Hamilton,1.23,0.00984
2015-05-24,Halifax,1.45,0.0116
2015-05-25,Toronto,1.22,0.00976
2015-05-25,Vancouver,0.4,0.0032
2015-05-25,Montreal,0.18,0.0014399999999999999
2015-05-25,Calgary,0.46,0.00368
2015-05-25,Ottawa,0.8,0.0064
2015-05-25,Edmonton,1.24,0.00992
2015-05-25,Quebec City,1.27,0.01016
2015-05-25,Winnipeg,1.26,0.01008
2015-05-25,Hamilton,1.28,0.01024
2015-05-25,Halifax,0.82,0.00656
2015-05-26,Toronto,0.25,0.002
2015-05-26,Vancouver,0.85,0.0068
2015-05-26,Montreal,0.56,0.0044800000000000005
2015-05-26,Calgary,0.73,0.00584
2015-05-26,Ottawa,0.39,0.00312
2015-05-26,Edmonton,0.42,0.0033599999999999997
2015-05-26,Quebec City,1.03,0.00824
2015-05-26,Winnipeg,0.99,0.00792
2015-05-26,Hamilton,0.25,0.002
2015-05-26,Halifax,0.53,0.00424
2015-05-27,Toronto,0.42,0.0033599999999999997
2015-05-27,Vancouver,0.16,0.00128
2015-05-27,Montreal,1.04,0.008320000000000001
2015-05-27,Calgary,0.51,0.00408
2015-05-27,Ottawa,0.75,0.006
2015-05-27,Edmonton,1.31,0.01048
2015-05-27,Quebec City,1.54,0.012320000000000001
2015-05-27,Winnipeg,1.48,0.01184
2015-05-27,Hamilton,1.18,0.009439999999999999
2015-05-27,Halifax,0.54,0.00432
2015-05-28,Toronto,1.12,0.008960000000000001
2015-05-28,Vancouver,0.26,0.0020800000000000003
2015-05-28,Montreal,0.62,0.00496
2015-05-28,Calgary,1.42,0.011359999999999999
2015-05-28,Ottawa,1.64,0.01312
2015-05-28,Edmonton,1.6,0.0128
2015-05-28,Quebec City,0.98,0.00784
2015-05-28,Winnipeg,1.34,0.01072
2015-05-28,Hamilton,1.27,0.01016
2015-05-28,Halifax,0.44,0.00352
2015-05-29,Toronto,0.4,0.0032
2015-05-29,Vancouver,0.46,0.00368
2015-05-29,Montreal,0.61,0.00488
2015-05-29,Calgary,1.26,0.01008
2015-05-29,Ottawa,0.91,0.00728
2015-05-29,Edmonton,0.44,0.00352
2015-05-29,Quebec City,1.93,0.015439999999999999
2015-05-29,Winnipeg,1.31,0.01048
2015-05-29,Hamilton,0.91,0.00728
2015-05-29,Halifax,1.15,0.0092
2015-05-30,Toronto,1.27,0.01016
2015-05-30,Vancouver,1.22,0.00976
2015-05-30,Montreal,0.46,0.00368
2015-05-30,Calgary,1.16,0.00928
2015-05-30,Ottawa,2.34,0.01872
2015-05-30,Edmonton,2.46,0.01968
2015-05-30,Quebec City,2.38,0.019039999999999998
2015-05-30,Winnipeg,0.48,0.0038399999999999997
2015-05-30,Hamilton,0.73,0.00584
2015-05-30,Halifax,0.95,0.0076
2015-05-31,Toronto,1.04,0.008320000000000001
2015-05-31,Vancouver,2.13,0.01704
2015-05-31,Montreal,0.57,0.00456
2015-05-31,Calgary,0.44,0.00352
2015-05-31,Ottawa,0.98,0.00784
2015-05-31,Edmonton,1.22,0.00976
2015-05-31,Quebec City,2.34,0.01872
2015-05-31,Winnipeg,3.01,0.024079999999999997
2015-05-31,Hamilton,1.26,0.01008
2015-05-31,Halifax,0.66,0.00528
2015-06-01,Toronto,1.14,0.012539999999999999
2015-06-01,Vancouver,2.13,0.02343
2015-06-01,Montreal,1.37,0.015070000000000002
2015-06-01,Calgary,1.13,0.01243
2015-06-01,Ottawa,2.31,0.02541
2015-06-01,Edmonton,2.53,0.027829999999999997
2015-06-01,Quebec City,2.42,0.026619999999999998
2015-06-01,Winnipeg,2.77,0.030469999999999997
2015-06-01,Hamilton,2.26,0.02486
2015-06-01,Halifax,2.23,0.024529999999999996
2015-06-02,Toronto,2.97,0.03267
2015-06-02,Vancouver,1.88,0.02068
2015-06-02,Montreal,2.25,0.024749999999999998
2015-06-02,Calgary,1.81,0.01991
2015-06-02,Ottawa,1.18,0.012979999999999998
2015-06-02,Edmonton,0.96,0.01056
2015-06-02,Quebec City,2.38,0.02618
2015-06-02,Winnipeg,1.52,0.016720000000000002
2015-06-02,Hamilton,2.46,0.02706
2015-06-02,Halifax,0.94,0.01034
2015-06-03,Toronto,2.34,0.02574
2015-06-03,Vancouver,0.91,0.01001
2015-06-03,Montreal,2.51,0.027609999999999996
2015-06-03,Calgary,0.7,0.0077
2015-06-03,Ottawa,1.04,0.011440000000000002
2015-06-03,Edmonton,1.36,0.014960000000000001
2015-06-03,Quebec City,1.56,0.017159999999999998
2015-06-03,Winnipeg,2.0,0.022
2015-06-03,Hamilton,1.85,0.02035
2015-06-03,Halifax,1.5,0.0165
2015-06-04,Toronto,2.48,0.02728
2015-06-04,Vancouver,3.55,0.039049999999999994
2015-06-04,Montreal,3.29,0.03619
2015-06-04,Calgary,1.64,0.01804
2015-06-04,Ottawa,1.31,0.01441
2015-06-04,Edmonton,2.58,0.028380000000000002
2015-06-04,Quebec City,1.83,0.020130000000000002
2015-06-04,Winnipeg,2.77,0.030469999999999997
2015-06-04,Hamilton,1.47,0.01617
2015-06-04,Halifax,2.49,0.02739
2015-06-05,Toronto,1.24,0.01364
2015-06-05,Vancouver,1.7,0.018699999999999998
2015-06-05,Montreal,4.32,0.04752
2015-06-05,Calgary,2.64,0.02904
2015-06-05,Ottawa,2.66,0.02926
2015-06-05,Edmonton,4.0,0.044
2015-06-05,Quebec City,4.79,0.05269
2015-06-05,Winnipeg,2.77,0.030469999999999997
2015-06-05,Hamilton,2.09,0.022989999999999997
2015-06-05,Halifax,2.13,0.02343
2015-06-06,Toronto,1.45,0.01595
2015-06-06,Vancouver,2.27,0.02497
2015-06-06,Montreal,3.81,0.04191
2015-06-06,Calgary,2.81,0.03091
2015-06-06,Ottawa,5.15,0.05665
2015-06-06,Edmonton,1.75,0.01925
2015-06-06,Quebec City,2.32,0.02552
2015-06-06,Winnipeg,3.48,0.03828
2015-06-06,Hamilton,3.86,0.04246
2015-06-06,Halifax,4.79,0.05269
2015-06-07,Toronto,1.89,0.02079
2015-06-07,Vancouver,2.72,0.029920000000000002
2015-06-07,Montreal,1.82,0.02002
2015-06-07,Calgary,3.83,0.04213
2015-06-07,Ottawa,6.42,0.07062
2015-06-07,Edmonton,1.63,0.017929999999999998
2015-06-07,Quebec City,3.49,0.03839
2015-06-07,Winnipeg,4.99,0.05489000000000001
2015-06-07,Hamilton,3.47,0.03817
2015-06-07,Halifax,3.91,0.04301000000000001
2015-06-08,Toronto,4.38,0.04818
2015-06-08,Vancouver,4.85,0.053349999999999995
2015-06-08,Montreal,1.98,0.02178
2015-06-08,Calgary,4.69,0.051590000000000004
