ALLSKY_SFC_SW_DWN,City
5.44,Montreal
4.54,Montreal
5.81,Montreal
3.42,Montreal
7.29,Montreal
2.96,Montreal
4.31,Montreal
7.7,Montreal
6.71,Montreal
7.42,Montreal
3.53,Montreal
3.98,Montreal
5.97,Montreal
6.46,Montreal
1.52,Montreal
3.23,Montreal
7.04,Montreal
5.79,Montreal
2.09,Montreal
4.28,Montreal
6.09,Montreal
6.67,Montreal
5.16,Montreal
5.69,Montreal
4.52,Montreal
5.09,Montreal
7.8,Montreal
8.08,Montreal
7.46,Montreal
2.01,Montreal
4.32,Montreal
6.83,Montreal
8.02,Montreal
7.71,Montreal
8.25,Montreal
7.97,Montreal
8.39,Montreal
8.3,Montreal
7.33,Montreal
4.09,Montreal
7.6,Montreal
7.72,Montreal
5.74,Montreal
5.4,Montreal
6.1,Montreal
5.31,Montreal
5.21,Montreal
3.99,Montreal
1.84,Montreal
6.6,Montreal
7.81,Montreal
6.11,Montreal
6.78,Montreal
8.15,Montreal
4.69,Montreal
4.36,Montreal
5.98,Montreal
6.9,Montreal
5.2,Montreal
7.07,Montreal
8.1,Montreal
8.52,Montreal
8.47,Montreal
8.57,Montreal
8.05,Montreal
8.21,Montreal
7.57,Montreal
7.31,Montreal
6.93,Montreal
5.3,Montreal
5.48,Montreal
5.58,Montreal
3.89,Montreal
4.43,Montreal
3.53,Montreal
4.0,Montreal
6.91,Montreal
4.83,Montreal
6.86,Montreal
8.09,Montreal
5.15,Montreal
8.15,Montreal
7.42,Montreal
4.47,Montreal
7.64,Montreal
7.31,Montreal
3.08,Montreal
5.01,Montreal
6.15,Montreal
5.34,Montreal
6.73,Montreal
5.07,Montreal
3.93,Montreal
7.28,Montreal
5.02,Montreal
5.84,Montreal
6.11,Montreal
4.77,Montreal
4.35,Montreal
7.67,Montreal
6.71,Montreal
4.57,Montreal
2.92,Montreal
7.1,Montreal
4.52,Montreal
5.96,Montreal
6.82,Montreal
7.26,Montreal
2.26,Montreal
3.83,Montreal
1.59,Montreal
5.66,Montreal
6.83,Montreal
7.0,Montreal
7.09,Montreal
3.95,Montreal
4.68,Montreal
6.02,Montreal
6.95,Montreal
5.92,Montreal
7.09,Montreal
6.71,Montreal
6.62,Montreal
4.11,Montreal
5.34,Montreal
5.42,Montreal
4.93,Montreal
2.9,Montreal
5.78,Montreal
4.01,Montreal
2.86,Montreal
4.39,Montreal
6.26,Montreal
4.1,Montreal
5.65,Montreal
1.05,Montreal
4.58,Montreal
6.02,Montreal
1.82,Montreal
2.08,Montreal
4.78,Montreal
5.67,Montreal
5.52,Montreal
5.34,Montreal
2.77,Montreal
3.3,Montreal
2.73,Montreal
1.47,Montreal
4.91,Montreal
5.36,Montreal
1.67,Montreal
4.48,Montreal
3.43,Montreal
3.78,Montreal
3.99,Montreal
4.33,Montreal
5.13,Montreal
5.42,Montreal
5.3,Montreal
4.63,Montreal
2.91,Montreal
2.7,Montreal
2.57,Montreal
4.14,Montreal
2.55,Montreal
1.91,Montreal
1.35,Montreal
2.04,Montreal
2.97,Montreal
0.9,Montreal
3.01,Montreal
3.14,Montreal
2.44,Montreal
2.92,Montreal
1.04,Montreal
3.11,Montreal
3.84,Montreal
2.27,Montreal
4.25,Montreal
3.96,Montreal
0.96,Montreal
3.31,Montreal
2.34,Montreal
0.57,Montreal
3.24,Montreal
2.93,Montreal
0.73,Montreal
1.13,Montreal
0.84,Montreal
1.49,Montreal
2.61,Montreal
2.1,Montreal
2.92,Montreal
0.6,Montreal
2.44,Montreal
1.12,Montreal
1.24,Montreal
2.89,Montreal
3.27,Montreal
1.33,Montreal
1.85,Montreal
1.67,Montreal
1.92,Montreal
2.73,Montreal
1.99,Montreal
2.39,Montreal
2.48,Montreal
2.36,Montreal
2.49,Montreal
0.63,Montreal
1.6,Montreal
0.99,Montreal
1.14,Montreal
0.69,Montreal
1.1,Montreal
1.32,Montreal
1.52,Montreal
0.82,Montreal
1.05,Montreal
1.47,Montreal
1.05,Montreal
0.53,Montreal
1.81,Montreal
0.55,Montreal
0.48,Montreal
0.88,Montreal
0.97,Montreal
1.16,Montreal
0.7,Montreal
1.05,Montreal
0.84,Montreal
0.82,Montreal
0.59,Montreal
0.78,Montreal
0.89,Montreal
0.86,Montreal
0.89,Montreal
0.5,Montreal
0.67,Montreal
0.93,Montreal
0.46,Montreal
0.68,Montreal
0.77,Montreal
1.64,Montreal
1.47,Montreal
1.09,Montreal
1.97,Montreal
1.6,Montreal
0.79,Montreal
0.65,Montreal
0.63,Montreal
1.27,Montreal
0.6,Montreal
0.31,Montreal
0.97,Montreal
1.16,Montreal
0.3,Montreal
1.9,Montreal
0.71,Montreal
0.93,Montreal
1.61,Montreal
0.74,Montreal
0.67,Montreal
0.93,Montreal
0.95,Montreal
1.27,Montreal
1.23,Montreal
1.93,Montreal
1.81,Montreal
1.34,Montreal
0.85,Montreal
0.61,Montreal
0.58,Montreal
0.56,Montreal
1.89,Montreal
0.36,Montreal
0.65,Montreal
1.18,Montreal
1.85,Montreal
1.75,Montreal
1.21,Montreal
1.15,Montreal
1.93,Montreal
2.53,Montreal
2.6,Montreal
2.38,Montreal
1.3,Montreal
1.41,Montreal
2.02,Montreal
1.81,Montreal
2.87,Montreal
2.85,Montreal
1.04,Montreal
1.37,Montreal
2.76,Montreal
0.8,Montreal
2.1,Montreal
1.51,Montreal
3.16,Montreal
2.32,Montreal
3.02,Montreal
3.35,Montreal
3.17,Montreal
3.06,Montreal
2.16,Montreal
1.77,Montreal
1.17,Montreal
3.71,Montreal
2.95,Montreal
2.25,Montreal
2.82,Montreal
3.96,Montreal
1.25,Montreal
1.16,Montreal
1.69,Montreal
2.99,Montreal
4.0,Montreal
1.16,Montreal
4.03,Montreal
2.19,Montreal
4.12,Montreal
3.32,Montreal
4.04,Montreal
3.33,Montreal
3.25,Montreal
4.63,Montreal
4.73,Montreal
2.85,Montreal
4.44,Montreal
2.33,Montreal
4.76,Montreal
4.53,Montreal
3.53,Montreal
5.35,Montreal
4.91,Montreal
4.89,Montreal
3.39,Montreal
5.73,Montreal
5.3,Montreal
5.42,Montreal
5.34,Montreal
5.22,Montreal
2.8,Montreal
5.25,Montreal
0.96,Montreal
1.88,Montreal
1.25,Montreal
5.96,Montreal
5.62,Montreal
1.75,Montreal
2.36,Montreal
4.98,Montreal
6.36,Montreal
5.06,Montreal
5.73,Montreal
5.95,Montreal
4.29,Montreal
6.16,Montreal
6.29,Montreal
5.6,Montreal
5.8,Montreal
3.75,Montreal
6.42,Montreal
5.85,Montreal
1.37,Montreal
2.24,Montreal
4.07,Montreal
4.76,Montreal
4.79,Montreal
3.38,Montreal
1.5,Montreal
3.72,Montreal
6.85,Montreal
6.45,Montreal
2.66,Montreal
3.75,Montreal
7.09,Montreal
3.83,Montreal
3.55,Montreal
1.55,Montreal
7.2,Montreal
6.28,Montreal
3.2,Montreal
2.44,Montreal
1.18,Montreal
6.79,Montreal
5.67,Montreal
4.73,Montreal
6.18,Montreal
5.65,Montreal
4.63,Montreal
5.07,Montreal
6.88,Montreal
6.19,Montreal
6.88,Montreal
6.45,Montreal
7.51,Montreal
6.51,Montreal
6.42,Montreal
6.41,Montreal
6.1,Montreal
3.74,Montreal
4.95,Montreal
8.56,Montreal
4.12,Montreal
4.95,Montreal
7.75,Montreal
7.65,Montreal
8.62,Montreal
4.43,Montreal
5.03,Montreal
5.6,Montreal
7.4,Montreal
1.85,Montreal
6.99,Montreal
3.73,Montreal
7.22,Montreal
7.42,Montreal
5.52,Montreal
8.15,Montreal
8.14,Montreal
5.87,Montreal
8.08,Montreal
7.51,Montreal
4.04,Montreal
5.22,Montreal
6.83,Montreal
8.45,Montreal
4.43,Montreal
7.33,Montreal
7.93,Montreal
4.49,Montreal
3.63,Montreal
7.63,Montreal
8.36,Montreal
5.34,Montreal
1.53,Montreal
5.99,Montreal
5.99,Montreal
6.14,Montreal
4.32,Montreal
5.61,Montreal
3.55,Montreal
3.18,Montreal
5.82,Montreal
7.48,Montreal
3.52,Montreal
5.56,Montreal
1.95,Montreal
3.6,Montreal
7.99,Montreal
6.07,Montreal
6.48,Montreal
3.06,Montreal
5.0,Montreal
6.71,Montreal
5.02,Montreal
4.12,Montreal
2.59,Montreal
5.54,Montreal
4.13,Montreal
3.37,Montreal
5.96,Montreal
6.98,Montreal
7.25,Montreal
4.51,Montreal
5.52,Montreal
3.06,Montreal
7.55,Montreal
2.84,Montreal
4.93,Montreal
6.6,Montreal
2.66,Montreal
5.82,Montreal
6.86,Montreal
4.85,Montreal
6.04,Montreal
6.67,Montreal
4.11,Montreal
5.92,Montreal
4.27,Montreal
6.47,Montreal
4.04,Montreal
4.39,Montreal
6.08,Montreal
5.59,Montreal
6.7,Montreal
6.84,Montreal
3.4,Montreal
3.77,Montreal
2.71,Montreal
5.24,Montreal
5.29,Montreal
5.15,Montreal
3.81,Montreal
5.57,Montreal
5.53,Montreal
5.74,Montreal
5.63,Montreal
1.66,Montreal
2.15,Montreal
4.58,Montreal
5.71,Montreal
5.21,Montreal
4.37,Montreal
4.44,Montreal
6.04,Montreal
1.97,Montreal
2.45,Montreal
4.6,Montreal
1.93,Montreal
3.16,Montreal
3.51,Montreal
4.3,Montreal
4.31,Montreal
4.09,Montreal
4.54,Montreal
2.17,Montreal
5.15,Montreal
4.56,Montreal
3.47,Montreal
5.46,Montreal
5.41,Montreal
3.97,Montreal
2.24,Montreal
3.64,Montreal
2.81,Montreal
4.47,Montreal
3.93,Montreal
1.52,Montreal
3.6,Montreal
1.56,Montreal
2.98,Montreal
2.35,Montreal
0.94,Montreal
2.64,Montreal
2.78,Montreal
2.53,Montreal
4.25,Montreal
4.19,Montreal
4.07,Montreal
3.47,Montreal
1.72,Montreal
2.33,Montreal
3.13,Montreal
2.2,Montreal
1.44,Montreal
1.43,Montreal
0.56,Montreal
2.35,Montreal
1.7,Montreal
1.49,Montreal
3.44,Montreal
0.71,Montreal
1.09,Montreal
2.01,Montreal
3.03,Montreal
0.83,Montreal
0.85,Montreal
2.84,Montreal
3.17,Montreal
3.29,Montreal
1.13,Montreal
0.7,Montreal
3.05,Montreal
1.88,Montreal
2.4,Montreal
2.34,Montreal
2.31,Montreal
2.77,Montreal
2.61,Montreal
2.21,Montreal
1.95,Montreal
2.68,Montreal
2.38,Montreal
0.31,Montreal
0.78,Montreal
1.98,Montreal
0.88,Montreal
1.12,Montreal
0.94,Montreal
0.47,Montreal
1.41,Montreal
2.12,Montreal
1.06,Montreal
1.42,Montreal
1.5,Montreal
2.31,Montreal
0.67,Montreal
0.64,Montreal
1.03,Montreal
1.67,Montreal
1.4,Montreal
1.23,Montreal
1.4,Montreal
0.25,Montreal
1.84,Montreal
1.36,Montreal
1.53,Montreal
0.36,Montreal
1.67,Montreal
1.02,Montreal
1.09,Montreal
0.4,Montreal
0.25,Montreal
1.99,Montreal
1.52,Montreal
2.0,Montreal
1.1,Montreal
0.74,Montreal
0.76,Montreal
0.59,Montreal
1.2,Montreal
1.02,Montreal
1.41,Montreal
0.51,Montreal
1.75,Montreal
1.66,Montreal
0.34,Montreal
0.49,Montreal
0.97,Montreal
0.6,Montreal
0.88,Montreal
0.71,Montreal
0.63,Montreal
0.58,Montreal
0.61,Montreal
1.85,Montreal
0.7,Montreal
1.05,Montreal
0.8,Montreal
0.71,Montreal
1.93,Montreal
0.42,Montreal
1.62,Montreal
2.08,Montreal
0.65,Montreal
0.63,Montreal
1.82,Montreal
2.16,Montreal
2.27,Montreal
0.49,Montreal
2.15,Montreal
0.62,Montreal
2.35,Montreal
2.43,Montreal
2.22,Montreal
2.17,Montreal
2.28,Montreal
1.96,Montreal
2.59,Montreal
1.62,Montreal
2.35,Montreal
1.54,Montreal
2.78,Montreal
2.37,Montreal
2.59,Montreal
2.01,Montreal
0.9,Montreal
0.78,Montreal
2.73,Montreal
1.94,Montreal
2.14,Montreal
1.55,Montreal
2.54,Montreal
1.59,Montreal
1.43,Montreal
1.25,Montreal
3.24,Montreal
3.42,Montreal
3.33,Montreal
2.16,Montreal
1.17,Montreal
2.41,Montreal
1.67,Montreal
2.47,Montreal
1.82,Montreal
1.45,Montreal
2.14,Montreal
3.89,Montreal
1.31,Montreal
4.12,Montreal
2.17,Montreal
4.42,Montreal
1.91,Montreal
3.24,Montreal
4.2,Montreal
3.82,Montreal
4.14,Montreal
1.8,Montreal
1.06,Montreal
4.2,Montreal
2.89,Montreal
4.55,Montreal
3.09,Montreal
1.18,Montreal
3.65,Montreal
3.47,Montreal
4.04,Montreal
4.3,Montreal
4.63,Montreal
2.37,Montreal
1.24,Montreal
1.22,Montreal
4.24,Montreal
5.39,Montreal
5.22,Montreal
2.57,Montreal
2.23,Montreal
2.84,Montreal
3.22,Montreal
4.4,Montreal
3.63,Montreal
5.94,Montreal
3.11,Montreal
2.14,Montreal
6.15,Montreal
2.89,Montreal
5.62,Montreal
6.15,Montreal
6.09,Montreal
1.35,Montreal
1.99,Montreal
1.9,Montreal
3.51,Montreal
6.51,Montreal
5.85,Montreal
1.48,Montreal
2.07,Montreal
5.37,Montreal
4.82,Montreal
3.94,Montreal
6.91,Montreal
1.69,Montreal
4.88,Montreal
2.72,Montreal
5.41,Montreal
6.36,Montreal
4.17,Montreal
4.13,Montreal
2.68,Montreal
2.23,Montreal
7.65,Montreal
6.71,Montreal
7.4,Montreal
7.79,Montreal
4.45,Montreal
3.85,Montreal
2.64,Montreal
7.68,Montreal
7.7,Montreal
7.96,Montreal
8.05,Montreal
8.06,Montreal
7.96,Montreal
8.13,Montreal
7.42,Montreal
7.42,Montreal
7.42,Montreal
3.57,Montreal
4.55,Montreal
3.05,Montreal
8.62,Montreal
2.24,Montreal
6.85,Montreal
6.11,Montreal
4.48,Montreal
7.26,Montreal
6.89,Montreal
8.3,Montreal
3.42,Montreal
1.97,Montreal
4.37,Montreal
8.05,Montreal
4.74,Montreal
5.04,Montreal
2.74,Montreal
5.58,Montreal
6.73,Montreal
7.34,Montreal
6.13,Montreal
7.07,Montreal
3.22,Montreal
5.11,Montreal
2.09,Montreal
4.94,Montreal
7.28,Montreal
5.26,Montreal
6.78,Montreal
6.83,Montreal
6.3,Montreal
4.39,Montreal
6.58,Montreal
2.67,Montreal
8.59,Montreal
8.65,Montreal
3.23,Montreal
4.9,Montreal
1.66,Montreal
7.39,Montreal
8.03,Montreal
7.69,Montreal
6.58,Montreal
7.64,Montreal
6.24,Montreal
6.51,Montreal
4.46,Montreal
7.86,Montreal
7.5,Montreal
7.67,Montreal
2.46,Montreal
6.97,Montreal
7.35,Montreal
6.84,Montreal
8.43,Montreal
7.63,Montreal
5.85,Montreal
4.4,Montreal
7.34,Montreal
4.48,Montreal
7.64,Montreal
7.69,Montreal
7.56,Montreal
2.4,Montreal
6.27,Montreal
6.32,Montreal
5.19,Montreal
7.69,Montreal
7.15,Montreal
4.09,Montreal
5.88,Montreal
5.99,Montreal
7.02,Montreal
4.99,Montreal
6.9,Montreal
3.78,Montreal
6.64,Montreal
7.05,Montreal
4.14,Montreal
6.76,Montreal
2.64,Montreal
6.16,Montreal
7.02,Montreal
5.25,Montreal
2.07,Montreal
3.11,Montreal
4.93,Montreal
4.97,Montreal
3.59,Montreal
6.59,Montreal
7.02,Montreal
6.61,Montreal
5.8,Montreal
4.87,Montreal
3.08,Montreal
6.36,Montreal
6.75,Montreal
4.33,Montreal
4.32,Montreal
2.31,Montreal
5.54,Montreal
5.41,Montreal
2.25,Montreal
4.62,Montreal
6.32,Montreal
5.19,Montreal
3.97,Montreal
5.08,Montreal
3.83,Montreal
6.18,Montreal
5.62,Montreal
3.15,Montreal
2.88,Montreal
3.12,Montreal
5.62,Montreal
5.82,Montreal
5.57,Montreal
5.58,Montreal
5.09,Montreal
4.95,Montreal
1.54,Montreal
3.98,Montreal
5.45,Montreal
5.02,Montreal
4.73,Montreal
0.99,Montreal
0.95,Montreal
1.46,Montreal
2.44,Montreal
2.53,Montreal
3.92,Montreal
5.2,Montreal
2.81,Montreal
2.08,Montreal
2.05,Montreal
2.34,Montreal
3.84,Montreal
4.76,Montreal
2.92,Montreal
4.85,Montreal
4.82,Montreal
4.58,Montreal
4.54,Montreal
3.92,Montreal
1.71,Montreal
2.89,Montreal
2.27,Montreal
3.43,Montreal
4.1,Montreal
2.19,Montreal
1.05,Montreal
1.98,Montreal
3.43,Montreal
3.29,Montreal
1.93,Montreal
1.36,Montreal
2.38,Montreal
1.47,Montreal
3.46,Montreal
3.46,Montreal
3.03,Montreal
2.3,Montreal
2.42,Montreal
2.01,Montreal
3.1,Montreal
3.22,Montreal
2.98,Montreal
3.1,Montreal
2.02,Montreal
0.99,Montreal
3.12,Montreal
2.96,Montreal
2.37,Montreal
2.39,Montreal
0.78,Montreal
2.34,Montreal
2.94,Montreal
2.65,Montreal
1.04,Montreal
1.13,Montreal
1.0,Montreal
0.69,Montreal
1.74,Montreal
2.06,Montreal
0.57,Montreal
1.2,Montreal
0.67,Montreal
1.05,Montreal
1.48,Montreal
1.12,Montreal
2.16,Montreal
1.22,Montreal
1.17,Montreal
0.48,Montreal
1.91,Montreal
1.41,Montreal
1.32,Montreal
0.86,Montreal
0.23,Montreal
1.27,Montreal
1.32,Montreal
0.33,Montreal
1.68,Montreal
1.83,Montreal
0.55,Montreal
0.32,Montreal
1.41,Montreal
2.04,Montreal
2.11,Montreal
0.75,Montreal
1.98,Montreal
1.79,Montreal
1.45,Montreal
1.51,Montreal
0.58,Montreal
0.55,Montreal
0.74,Montreal
1.05,Montreal
0.85,Montreal
0.79,Montreal
0.88,Montreal
0.45,Montreal
0.8,Montreal
0.67,Montreal
0.89,Montreal
1.06,Montreal
0.65,Montreal
0.98,Montreal
0.48,Montreal
0.4,Montreal
0.65,Montreal
0.46,Montreal
0.66,Montreal
0.75,Montreal
0.42,Montreal
0.84,Montreal
0.68,Montreal
1.54,Montreal
0.66,Montreal
1.89,Montreal
2.01,Montreal
0.72,Montreal
0.37,Montreal
0.68,Montreal
2.3,Montreal
1.16,Montreal
2.12,Montreal
1.11,Montreal
0.61,Montreal
0.61,Montreal
0.71,Montreal
0.32,Montreal
1.17,Montreal
0.9,Montreal
0.88,Montreal
1.25,Montreal
2.04,Montreal
1.31,Montreal
0.65,Montreal
0.95,Montreal
2.7,Montreal
1.82,Montreal
0.86,Montreal
1.77,Montreal
2.7,Montreal
0.99,Montreal
2.89,Montreal
1.8,Montreal
1.94,Montreal
0.75,Montreal
1.11,Montreal
3.28,Montreal
1.5,Montreal
3.01,Montreal
2.62,Montreal
1.42,Montreal
1.91,Montreal
0.84,Montreal
1.9,Montreal
2.3,Montreal
2.16,Montreal
2.9,Montreal
3.67,Montreal
1.29,Montreal
3.74,Montreal
2.7,Montreal
2.61,Montreal
3.86,Montreal
1.65,Montreal
2.95,Montreal
1.45,Montreal
4.4,Montreal
1.5,Montreal
3.6,Montreal
4.81,Montreal
2.58,Montreal
2.57,Montreal
2.66,Montreal
2.87,Montreal
4.48,Montreal
4.99,Montreal
1.95,Montreal
1.87,Montreal
3.18,Montreal
2.83,Montreal
1.38,Montreal
3.55,Montreal
4.1,Montreal
4.78,Montreal
3.83,Montreal
5.23,Montreal
1.8,Montreal
5.2,Montreal
1.93,Montreal
2.32,Montreal
4.55,Montreal
4.12,Montreal
5.17,Montreal
5.97,Montreal
4.5,Montreal
2.85,Montreal
6.38,Montreal
1.49,Montreal
5.01,Montreal
0.75,Montreal
2.51,Montreal
5.36,Montreal
6.7,Montreal
6.62,Montreal
6.22,Montreal
3.21,Montreal
3.41,Montreal
5.87,Montreal
6.34,Montreal
6.56,Montreal
6.55,Montreal
1.28,Montreal
3.09,Montreal
3.39,Montreal
5.3,Montreal
5.47,Montreal
5.0,Montreal
1.49,Montreal
2.08,Montreal
4.13,Montreal
4.51,Montreal
5.51,Montreal
7.16,Montreal
3.74,Montreal
3.14,Montreal
2.58,Montreal
3.79,Montreal
2.52,Montreal
3.9,Montreal
6.37,Montreal
7.27,Montreal
6.9,Montreal
7.49,Montreal
7.91,Montreal
7.49,Montreal
7.24,Montreal
5.96,Montreal
7.23,Montreal
8.11,Montreal
4.09,Montreal
1.52,Montreal
5.99,Montreal
8.39,Montreal
6.3,Montreal
4.05,Montreal
4.63,Montreal
8.18,Montreal
7.93,Montreal
2.21,Montreal
7.94,Montreal
8.25,Montreal
7.77,Montreal
7.94,Montreal
8.53,Montreal
8.25,Montreal
8.36,Montreal
7.82,Montreal
6.63,Montreal
7.97,Montreal
6.65,Montreal
6.8,Montreal
4.91,Montreal
3.0,Montreal
4.05,Montreal
4.04,Montreal
5.99,Montreal
6.9,Montreal
5.47,Montreal
2.5,Montreal
6.46,Montreal
5.12,Montreal
4.18,Montreal
1.61,Montreal
3.34,Montreal
6.03,Montreal
7.24,Montreal
7.98,Montreal
8.59,Montreal
8.01,Montreal
2.48,Montreal
5.95,Montreal
4.57,Montreal
4.1,Montreal
3.35,Montreal
2.87,Montreal
6.4,Montreal
3.22,Montreal
3.73,Montreal
5.38,Montreal
5.6,Montreal
7.53,Montreal
7.37,Montreal
3.82,Montreal
6.14,Montreal
4.65,Montreal
1.45,Montreal
5.16,Montreal
6.48,Montreal
3.72,Montreal
6.19,Montreal
6.3,Montreal
3.78,Montreal
6.02,Montreal
4.44,Montreal
7.26,Montreal
6.97,Montreal
3.91,Montreal
3.66,Montreal
7.84,Montreal
6.55,Montreal
5.58,Montreal
5.74,Montreal
2.62,Montreal
4.66,Montreal
2.74,Montreal
7.14,Montreal
5.11,Montreal
5.83,Montreal
6.97,Montreal
2.93,Montreal
4.37,Montreal
6.54,Montreal
7.21,Montreal
2.11,Montreal
3.33,Montreal
6.25,Montreal
4.6,Montreal
4.6,Montreal
4.44,Montreal
5.33,Montreal
4.09,Montreal
5.67,Montreal
3.59,Montreal
4.65,Montreal
3.48,Montreal
2.14,Montreal
5.14,Montreal
5.0,Montreal
6.66,Montreal
6.51,Montreal
5.49,Montreal
1.34,Montreal
4.03,Montreal
5.04,Montreal
6.1,Montreal
3.58,Montreal
2.39,Montreal
6.28,Montreal
6.13,Montreal
4.84,Montreal
4.86,Montreal
5.65,Montreal
5.6,Montreal
5.61,Montreal
4.7,Montreal
2.84,Montreal
4.17,Montreal
1.45,Montreal
3.64,Montreal
3.06,Montreal
2.34,Montreal
2.86,Montreal
5.33,Montreal
3.62,Montreal
4.58,Montreal
1.41,Montreal
1.15,Montreal
4.62,Montreal
5.02,Montreal
4.99,Montreal
4.02,Montreal
4.72,Montreal
4.44,Montreal
4.92,Montreal
4.45,Montreal
3.45,Montreal
2.91,Montreal
4.35,Montreal
4.28,Montreal
4.59,Montreal
4.02,Montreal
4.34,Montreal
3.46,Montreal
2.51,Montreal
0.76,Montreal
1.87,Montreal
2.11,Montreal
1.97,Montreal
1.13,Montreal
2.6,Montreal
2.28,Montreal
2.13,Montreal
1.64,Montreal
2.03,Montreal
1.99,Montreal
2.38,Montreal
2.42,Montreal
2.35,Montreal
0.74,Montreal
0.88,Montreal
2.26,Montreal
1.44,Montreal
1.47,Montreal
0.89,Montreal
1.04,Montreal
2.08,Montreal
1.4,Montreal
1.01,Montreal
2.08,Montreal
1.85,Montreal
2.39,Montreal
2.38,Montreal
1.97,Montreal
2.08,Montreal
1.85,Montreal
0.86,Montreal
2.6,Montreal
0.52,Montreal
0.97,Montreal
1.09,Montreal
1.15,Montreal
1.88,Montreal
0.95,Montreal
1.86,Montreal
2.44,Montreal
0.93,Montreal
1.52,Montreal
1.16,Montreal
2.04,Montreal
1.89,Montreal
0.99,Montreal
0.9,Montreal
1.78,Montreal
1.82,Montreal
1.47,Montreal
0.67,Montreal
1.1,Montreal
1.34,Montreal
1.03,Montreal
0.74,Montreal
0.85,Montreal
0.23,Montreal
0.61,Montreal
1.14,Montreal
1.72,Montreal
1.39,Montreal
1.33,Montreal
0.72,Montreal
0.33,Montreal
0.55,Montreal
0.97,Montreal
1.54,Montreal
1.64,Montreal
1.24,Montreal
1.88,Montreal
0.78,Montreal
0.4,Montreal
0.8,Montreal
0.99,Montreal
1.91,Montreal
1.88,Montreal
1.17,Montreal
0.94,Montreal
0.97,Montreal
0.91,Montreal
0.63,Montreal
0.58,Montreal
0.68,Montreal
0.68,Montreal
0.7,Montreal
1.32,Montreal
0.69,Montreal
0.63,Montreal
1.73,Montreal
1.51,Montreal
0.88,Montreal
0.85,Montreal
0.84,Montreal
0.64,Montreal
0.66,Montreal
1.06,Montreal
2.07,Montreal
0.81,Montreal
0.91,Montreal
1.48,Montreal
1.14,Montreal
1.63,Montreal
1.8,Montreal
2.26,Montreal
1.37,Montreal
1.95,Montreal
1.47,Montreal
1.51,Montreal
0.88,Montreal
1.41,Montreal
0.49,Montreal
1.13,Montreal
1.09,Montreal
1.16,Montreal
2.14,Montreal
0.99,Montreal
0.71,Montreal
0.84,Montreal
1.52,Montreal
2.94,Montreal
3.12,Montreal
3.12,Montreal
2.3,Montreal
2.7,Montreal
1.84,Montreal
2.08,Montreal
1.4,Montreal
1.13,Montreal
3.18,Montreal
2.93,Montreal
3.41,Montreal
2.07,Montreal
3.05,Montreal
2.07,Montreal
3.65,Montreal
3.14,Montreal
3.28,Montreal
1.91,Montreal
2.56,Montreal
4.25,Montreal
3.64,Montreal
3.01,Montreal
3.8,Montreal
1.48,Montreal
3.58,Montreal
3.42,Montreal
1.81,Montreal
2.03,Montreal
2.51,Montreal
3.59,Montreal
0.85,Montreal
3.78,Montreal
4.9,Montreal
2.2,Montreal
2.07,Montreal
2.6,Montreal
5.12,Montreal
3.4,Montreal
4.72,Montreal
3.96,Montreal
1.95,Montreal
3.0,Montreal
2.42,Montreal
3.11,Montreal
3.06,Montreal
4.7,Montreal
5.26,Montreal
0.93,Montreal
5.99,Montreal
5.54,Montreal
4.27,Montreal
3.67,Montreal
2.25,Montreal
4.91,Montreal
5.08,Montreal
6.13,Montreal
3.58,Montreal
5.63,Montreal
2.47,Montreal
2.27,Montreal
2.35,Montreal
3.04,Montreal
6.6,Montreal
6.64,Montreal
6.2,Montreal
3.2,Montreal
1.85,Montreal
2.93,Montreal
2.75,Montreal
4.31,Montreal
4.92,Montreal
5.6,Montreal
6.08,Montreal
3.31,Montreal
2.67,Montreal
5.19,Montreal
3.46,Montreal
7.59,Montreal
6.16,Montreal
3.18,Montreal
7.67,Montreal
7.6,Montreal
5.79,Montreal
2.63,Montreal
5.44,Montreal
1.7,Montreal
4.0,Montreal
2.37,Montreal
5.46,Montreal
3.4,Montreal
1.63,Montreal
5.48,Montreal
7.61,Montreal
1.6,Montreal
4.46,Montreal
7.04,Montreal
6.31,Montreal
4.53,Montreal
4.13,Montreal
3.23,Montreal
4.61,Montreal
4.57,Montreal
6.11,Montreal
5.44,Montreal
6.45,Montreal
7.14,Montreal
4.56,Montreal
7.06,Montreal
6.48,Montreal
5.66,Montreal
7.29,Montreal
6.96,Montreal
3.81,Montreal
4.4,Montreal
7.49,Montreal
8.25,Montreal
7.62,Montreal
8.27,Montreal
7.63,Montreal
8.31,Montreal
7.24,Montreal
6.21,Montreal
3.63,Montreal
5.67,Montreal
5.19,Montreal
3.95,Montreal
3.09,Montreal
3.92,Montreal
5.11,Montreal
6.33,Montreal
6.74,Montreal
8.26,Montreal
7.6,Montreal
4.83,Montreal
6.92,Montreal
5.97,Montreal
5.64,Montreal
3.42,Montreal
3.92,Montreal
2.2,Montreal
4.06,Montreal
7.82,Montreal
5.93,Montreal
5.5,Montreal
8.47,Montreal
1.82,Montreal
6.83,Montreal
8.41,Montreal
8.17,Montreal
6.16,Montreal
7.38,Montreal
5.63,Montreal
4.78,Montreal
6.77,Montreal
6.69,Montreal
4.83,Montreal
2.02,Montreal
2.52,Montreal
5.28,Montreal
6.24,Montreal
7.49,Montreal
5.89,Montreal
4.73,Montreal
